,author,date,product_id,product_name,firm,rate,text,topic
4739,Ilya,22.11.21,GIT0030448-000,PF15ECE-NT Natural,Ibanez,5,"Качество исполнения просто на высоте, лады зашлифованы и не цепляются. Звучит очень звонко, приятно, струны нигде не цепляются. Покрытие корпуса отличное, без царапан, дерево накладки с шикарной текстурой.",Отличная гитара!
4740,TopTuK (Sergey),24.5.18,REC0012375-000,SD-20M,Tascam,5,"Я крайне доволен покупкой:- Рекордер нужен для записи концертов группы непосредственно из общего микса, который снимается с пульта. Со своей задачей справляется на 5 баллов.- Рекордер встал в рэковую сумку без проблем. Он не очень тяжелый, удобно таскать на концерты. В комплекте - болты.- Доставка заняла 14 дней, что является хорошим результатом для почты России особенно в майские праздники. С немецким DHL никаких проблем естественно нет. Таможня была пройдена без проволочек (вес посылки 5 кг).В общем, рекомендую.",Wonderfull
4741,Сергей,19.6.19,DRU0038048-000,"Hoop Grip & Z-Rod Splash MC8ZCYE, Bundle",Tama,5,"Держит тарелку надежно, есть регулировка положений наклона и поворота. всем рекомендую",Супер!!!
4742,Алексей ,25.11.19,ACC0003404-000, ,Cordial,5,За эти деньги всё отлично. Брал для подключения мониторов к карте. ,Хороший кабель
4743,Stanislav Kalinin,19.2.18,ACC0003404-000, ,Cordial,5,Очень хороший шнур. ,Exellent!
4744,Иван,19.8.20,ACC0003404-000, ,Cordial,5,"Выполнены качественно, все просто, рекомендую! ",Кабель микрофонный
4745,Владимир Саранцев,19.6.18,PAH0013002-000,"CMS 600-3 4 Mic/Line, 2 Mic/Stereo",Dynacord,5,"Звук СУПЕР. Удобно расположены все элементы управления. Самое важное в этом пульте - блок обработки вокала. Очень прозрачный и понятный холл + делэй и всё регулируется и настраивается независимо. Сразу для себя нарулил пару пресетов. Эквалайзер 9 полос вполне достаточно, чтобы мои RCF с дикой пищалкой зазвучали намного мягче.  Немного не хватает параметрической середины. Работаю по цифровому входу через родные ASIO драйвера, качать с официального сайта, была проблема скачивания, но это косяк Роскомнадзора  Выкачал драйвера с помощью TOR браузера.  Вообщем доволен и не жалею, что потратил деньги. ",DYNACORD он и в Африке DYNACORD
4746,Blowmidner,19.6.19,PCM0015176-000,Fire USB Controller for FL Studio,AKAI Professional,5,"Very comfortable, good quality",Nice controller;)))
4747,Андрей,13.2.20,PAH0016536-000,SRX835P,JBL,5,"Драйвер без резкости, реальная середина, глубина, пространство, давление !Нет шипения, гудения. Пропасть между SRX и PRX.  ",Премиальный звук !
4748,Roman,17.12.17,PAH0012604-000,Cover PA - EV ELx - 118 padded,MUSIC STORE,5,"Наконец то я приобрёл эти челхы на свои сабы ELX 118p.Скажу вам так - нет больше страху повредить колонку при перевозке куда-либо!)Качество шитья отличное, подходит размер в размер.Изготовитель большой молодец.Рекомендую на 100%.",Отлично!
4749,Roman,8.2.20,PAH0012604-000,Cover PA - EV ELx - 118 padded,MUSIC STORE,5,Идеальный чехол для этого саба,Чехол для EV ELX118
4750,Гарибальди,9.11.19,BAS0009334-000,MB300C,Ibanez,5,"Кейс с профилем только под серию SR или SRH. Сразу - не подходит для левши. Он очень лёгкий и прочный. Надёжные и удобные замки с ключами. Ощущение оружейного оборудования! Кстати, ничто не мешает класть на него ещё кейс: нет больших рёбер и круглых выпуклостей.Я доверяю пластику, который не ломается а упруго гнётся и восстанавливается сам. Много езжу и этот кейс ни разу не подводил. Лишь мелкие потёртости, царапины и следы от стикеров остаются после авиаперевозок. Сильно ли там кидают - никто не скажет. Раз в полгода протираю снаружи очистителем для пластика автомобилей и кейс как новый.Внутри бархат. Есть отсеки без дополнительных крышек для мелких вещей. В закрытом положении они прикрыты крышкой кейса.Однозначно рекомендую!",Хороший для поездок
